time, v_inv, v_c, i1, i2
0.04294,187.78,249.26,3.2543,-0.011914
0.042941,164.4,249.58,3.1314,-0.0042407
0.042942,142.39,249.88,2.9701,0.0050878
0.042943,122.09,250.17,2.773,0.015959
0.042944,103.83,250.43,2.5434,0.028236
0.042945,87.878,250.67,2.2848,0.041761
0.042946,74.499,250.88,2.0014,0.056355
0.042947,63.898,251.06,1.6977,0.071824
0.042948,56.244,251.21,1.3786,0.08796
0.042949,51.655,251.32,1.0491,0.10454
0.04295,50.202,251.4,0.71449,0.12135
0.042951,51.908,251.44,0.38002,0.13815
0.042952,56.743,251.44,0.051026,0.15471
0.042953,64.632,251.42,-0.26728,0.17081
0.042954,75.447,251.36,-0.56986,0.18624
0.042955,89.018,251.27,-0.85191,0.20078
0.042956,105.13,251.15,-1.109,0.21424
0.042957,123.53,251,-1.337,0.22645
0.042958,143.92,250.84,-1.5323,0.23725
0.042959,165.99,250.65,-1.6919,0.24651
0.04296,189.38,250.45,-1.8132,0.25412
0.042961,213.73,250.24,-1.8943,0.25999
0.042962,238.65,250.02,-1.934,0.26408
0.042963,263.75,249.8,-1.9315,0.26635
0.042964,288.63,249.58,-1.887,0.26681
0.042965,312.91,249.37,-1.8011,0.26548
0.042966,336.2,249.17,-1.6751,0.26242
0.042967,358.14,248.98,-1.5112,0.25773
0.042968,378.39,248.82,-1.3117,0.25151
0.042969,396.61,248.67,-1.08,0.24389
0.04297,412.54,248.55,-0.81951,0.23503
0.042971,425.93,248.46,-0.53448,0.22512
0.042972,436.55,248.4,-0.22934,0.21433
0.042973,444.26,248.37,0.091116,0.20289
0.042974,448.92,248.38,0.42186,0.191
0.042975,450.48,248.42,0.7577,0.17889
0.042976,448.9,248.5,1.0934,0.16679
0.042977,444.22,248.61,1.4236,0.15492
0.042978,436.52,248.75,1.7432,0.14351
0.042979,425.91,248.93,2.0473,0.13277
0.04298,412.57,249.13,2.331,0.1229
0.042981,396.71,249.37,2.5899,0.11411
0.042982,378.59,249.63,2.82,0.10655
0.042983,358.49,249.91,3.0177,0.1004
0.042984,336.73,250.21,3.18,0.095767
0.042985,313.65,250.52,3.3043,0.092774
0.042986,289.63,250.85,3.3888,0.0915
0.042987,265.04,251.18,3.4321,0.091998
0.042988,240.28,251.52,3.4337,0.094296
0.042989,215.73,251.85,3.3937,0.098393
0.04299,191.77,252.17,3.3125,0.10426
0.042991,168.8,252.49,3.1918,0.11184
0.042992,147.17,252.79,3.0333,0.12104
0.042993,127.22,253.07,2.8396,0.13176
0.042994,109.27,253.33,2.614,0.14386
0.042995,93.595,253.56,2.3598,0.15719
0.042996,80.448,253.77,2.0814,0.17157
0.042997,70.034,253.94,1.783,0.18681
0.042998,62.514,254.09,1.4694,0.2027
0.042999,58.008,254.2,1.1456,0.21904
0.043,56.583,254.27,0.81676,0.23559
0.043001,58.263,254.31,0.4881,0.25214
0.043002,63.018,254.32,0.16482,0.26845
0.043003,70.773,254.29,-0.14794,0.28432
0.043004,81.405,254.23,-0.44524,0.29951
0.043005,94.743,254.14,-0.72237,0.31384
0.043006,110.58,254.03,-0.97494,0.32711
0.043007,128.66,253.88,-1.1989,0.33915
0.043008,148.7,253.72,-1.3909,0.3498
0.043009,170.38,253.54,-1.5476,0.35895
0.04301,193.36,253.34,-1.6668,0.36646
0.043011,217.29,253.13,-1.7465,0.37228
0.043012,241.77,252.92,-1.7854,0.37634
0.043013,266.43,252.7,-1.7829,0.37861
0.043014,290.88,252.49,-1.7391,0.37911
0.043015,314.74,252.28,-1.6547,0.37784
0.043016,337.62,252.08,-1.531,0.37489
0.043017,359.17,251.9,-1.3698,0.37032
0.043018,379.05,251.74,-1.1739,0.36425
0.043019,396.96,251.59,-0.94616,0.35681
0.04302,412.6,251.48,-0.69027,0.34815
0.043021,425.75,251.39,-0.41024,0.33845
0.043022,436.18,251.33,-0.11046,0.3279
0.043023,443.74,251.3,0.20436,0.31669
0.043024,448.32,251.3,0.52928,0.30506
0.043025,449.85,251.34,0.85919,0.2932
0.043026,448.3,251.42,1.1889,0.28135
0.043027,443.7,251.53,1.5133,0.26973
0.043028,436.12,251.67,1.8273,0.25856
0.043029,425.7,251.84,2.126,0.24805
0.04303,412.6,252.04,2.4047,0.2384
0.043031,397.02,252.27,2.659,0.2298
0.043032,379.22,252.53,2.885,0.22241
0.043033,359.47,252.8,3.0792,0.2164
0.043034,338.1,253.1,3.2386,0.21189
0.043035,315.44,253.41,3.3608,0.20899
0.043036,291.85,253.73,3.4438,0.20777
0.043037,267.7,254.05,3.4864,0.2083
0.043038,243.38,254.38,3.488,0.21059
0.043039,219.27,254.71,3.4487,0.21465
0.04304,195.74,255.03,3.369,0.22044
0.043041,173.19,255.33,3.2505,0.22792
0.043042,151.95,255.63,3.0949,0.23699
0.043043,132.36,255.9,2.9048,0.24755
0.043044,114.74,256.16,2.6832,0.25947
0.043045,99.349,256.39,2.4337,0.2726
0.043046,86.443,256.59,2.1603,0.28675
0.043047,76.22,256.76,1.8674,0.30176
0.043048,68.84,256.9,1.5595,0.3174
0.043049,64.418,257.01,1.2416,0.33348
0.04305,63.024,257.08,0.9188,0.34977
0.043051,64.676,257.12,0.59615,0.36606
0.043052,69.348,257.13,0.2788,0.38212
0.043053,76.965,257.1,-0.028229,0.39773
0.043054,87.405,257.05,-0.32007,0.41269
0.043055,100.5,256.96,-0.5921,0.4268
0.043056,116.05,256.84,-0.84002,0.43987
0.043057,133.8,256.7,-1.0599,0.45174
0.043058,153.48,256.54,-1.2483,0.46224
0.043059,174.76,256.36,-1.4021,0.47126
0.04306,197.33,256.17,-1.5191,0.47868
0.043061,220.81,255.96,-1.5972,0.48444
0.043062,244.84,255.75,-1.6354,0.48846
0.043063,269.05,255.54,-1.633,0.49074
0.043064,293.05,255.33,-1.59,0.49127
0.043065,316.46,255.13,-1.507,0.49008
0.043066,338.92,254.93,-1.3855,0.48722
0.043067,360.07,254.75,-1.2274,0.48278
0.043068,379.58,254.59,-1.035,0.47686
0.043069,397.15,254.45,-0.81148,0.4696
0.04307,412.51,254.34,-0.56031,0.46115
0.043071,425.4,254.25,-0.28544,0.45167
0.043072,435.64,254.19,0.0088012,0.44136
0.043073,443.06,254.16,0.3178,0.43041
0.043074,447.55,254.17,0.6367,0.41903
0.043075,449.04,254.21,0.9605,0.40744
0.043076,447.51,254.28,1.2841,0.39585
0.043077,443,254.38,1.6025,0.38449
0.043078,435.56,254.52,1.9107,0.37356
0.043079,425.33,254.69,2.2038,0.36329
0.04308,412.47,254.89,2.4773,0.35386
0.043081,397.18,255.11,2.7269,0.34545
0.043082,379.71,255.36,2.9487,0.33825
0.043083,360.33,255.64,3.1393,0.33239
0.043084,339.36,255.92,3.2957,0.328
0.043085,317.12,256.23,3.4156,0.32519
0.043086,293.98,256.54,3.4971,0.32403
0.043087,270.28,256.86,3.5389,0.32458
0.043088,246.42,257.18,3.5405,0.32687
0.043089,222.76,257.5,3.502,0.33089
0.04309,199.69,257.82,3.4239,0.33661
0.043091,177.56,258.12,3.3076,0.34398
0.043092,156.72,258.41,3.155,0.35292
0.043093,137.51,258.68,2.9685,0.36332
0.043094,120.22,258.93,2.7512,0.37505
0.043095,105.13,259.15,2.5065,0.38797
0.043096,92.471,259.35,2.2383,0.40189
0.043097,82.445,259.52,1.951,0.41665
0.043098,75.209,259.66,1.649,0.43204
0.043099,70.875,259.76,1.3372,0.44785
0.0431,69.51,259.83,1.0206,0.46387
0.043101,71.134,259.87,0.70414,0.47989
0.043102,75.72,259.88,0.39289,0.49568
0.043103,83.195,259.85,0.091774,0.51104
0.043104,93.438,259.8,-0.19444,0.52576
0.043105,106.29,259.71,-0.46122,0.53964
0.043106,121.54,259.6,-0.70435,0.55251
0.043107,138.95,259.46,-0.91997,0.56419
0.043108,158.25,259.3,-1.1047,0.57453
0.043109,179.13,259.12,-1.2555,0.58342
0.04311,201.26,258.93,-1.3702,0.59075
0.043111,224.29,258.73,-1.4468,0.59644
0.043112,247.86,258.53,-1.4842,0.60044
0.043113,271.6,258.32,-1.4818,0.60272
0.043114,295.13,258.11,-1.4396,0.60328
0.043115,318.09,257.91,-1.3583,0.60216
0.043116,340.11,257.72,-1.2391,0.5994
0.043117,360.85,257.54,-1.0839,0.59509
0.043118,379.98,257.39,-0.89527,0.58934
0.043119,397.21,257.25,-0.67605,0.58227
0.04312,412.26,257.13,-0.42973,0.57402
0.043121,424.9,257.05,-0.16018,0.56477
0.043122,434.93,256.99,0.12837,0.55471
0.043123,442.21,256.96,0.43137,0.54401
0.043124,446.61,256.97,0.74409,0.5329
0.043125,448.07,257.01,1.0616,0.52157
0.043126,446.57,257.08,1.3789,0.51025
0.043127,442.13,257.18,1.6911,0.49916
0.043128,434.84,257.31,1.9933,0.48849
0.043129,424.81,257.48,2.2807,0.47846
0.04313,412.19,257.67,2.5488,0.46925
0.043131,397.2,257.89,2.7936,0.46105
0.043132,380.07,258.14,3.011,0.45403
0.043133,361.07,258.41,3.1979,0.44832
0.043134,340.51,258.69,3.3513,0.44406
0.043135,318.71,258.99,3.4689,0.44134
0.043136,296.02,259.29,3.5488,0.44025
0.043137,272.8,259.61,3.5898,0.44083
0.043138,249.4,259.92,3.5915,0.4431
0.043139,226.22,260.23,3.5537,0.44708
0.04314,203.6,260.54,3.4772,0.45273
0.043141,181.91,260.84,3.3633,0.46
0.043142,161.49,261.12,3.2137,0.4688
0.043143,142.66,261.39,3.031,0.47903
0.043144,125.71,261.63,2.818,0.49057
0.043145,110.93,261.85,2.5782,0.50327
0.043146,98.522,262.04,2.3154,0.51696
0.043147,88.699,262.21,2.0338,0.53146
0.043148,81.61,262.34,1.7379,0.54658
0.043149,77.366,262.45,1.4324,0.56212
0.04315,76.031,262.52,1.1221,0.57787
0.043151,77.626,262.56,0.81202,0.59361
0.043152,82.123,262.56,0.50704,0.60913
0.043153,89.451,262.54,0.21198,0.62423
0.043154,99.491,262.48,-0.06846,0.63869
0.043155,112.09,262.39,-0.32985,0.65234
0.043156,127.03,262.28,-0.56806,0.665
0.043157,144.1,262.15,-0.77931,0.67649
0.043158,163.01,261.99,-0.96027,0.68667
0.043159,183.47,261.82,-1.1081,0.69543
0.04316,205.15,261.63,-1.2204,0.70266
0.043161,227.72,261.44,-1.2954,0.70828
0.043162,250.82,261.23,-1.3321,0.71224
0.043163,274.08,261.03,-1.3296,0.71452
0.043164,297.13,260.83,-1.2882,0.71512
0.043165,319.62,260.63,-1.2085,0.71407
0.043166,341.2,260.44,-1.0917,0.71142
0.043167,361.51,260.27,-0.93968,0.70724
0.043168,380.26,260.12,-0.75481,0.70165
0.043169,397.13,259.98,-0.54001,0.69477
0.04317,411.87,259.87,-0.29866,0.68674
0.043171,424.25,259.78,-0.034556,0.67772
0.043172,434.08,259.73,0.24815,0.66791
0.043173,441.2,259.7,0.54502,0.65748
0.043174,445.51,259.71,0.85139,0.64663
0.043175,446.93,259.74,1.1625,0.63558
0.043176,445.46,259.81,1.4733,0.62454
0.043177,441.12,259.91,1.7792,0.61371
0.043178,433.97,260.04,2.0752,0.6033
0.043179,424.14,260.21,2.3567,0.59352
0.04318,411.78,260.4,2.6194,0.58454
0.043181,397.09,260.61,2.8592,0.57656
0.043182,380.31,260.85,3.0722,0.56972
0.043183,361.7,261.11,3.2553,0.56417
0.043184,341.56,261.39,3.4056,0.56003
0.043185,320.21,261.68,3.5208,0.55741
0.043186,297.99,261.98,3.599,0.55638
0.043187,275.24,262.29,3.6393,0.55699
0.043188,252.33,262.6,3.6409,0.55926
0.043189,229.62,262.9,3.604,0.5632
0.04319,207.47,263.2,3.5291,0.56877
0.043191,186.23,263.49,3.4175,0.57592
0.043192,166.24,263.77,3.2711,0.58458
0.043193,147.8,264.03,3.0922,0.59465
0.043194,131.21,264.27,2.8837,0.60599
0.043195,116.73,264.48,2.6489,0.61846
0.043196,104.58,264.67,2.3916,0.63191
0.043197,94.969,264.83,2.1159,0.64615
0.043198,88.031,264.97,1.8262,0.661
0.043199,83.878,265.07,1.5271,0.67626
0.0432,82.574,265.14,1.2233,0.69172
0.043201,84.138,265.17,0.91975,0.70718
0.043202,88.545,265.18,0.62117,0.72242
0.043203,95.722,265.15,0.33232,0.73725
0.043204,105.56,265.1,0.057774,0.75146
0.043205,117.89,265.02,-0.19811,0.76487
0.043206,132.52,264.91,-0.43129,0.77731
0.043207,149.23,264.77,-0.63808,0.7886
0.043208,167.75,264.62,-0.8152,0.79862
0.043209,187.78,264.45,-0.95986,0.80724
0.04321,209.01,264.27,-1.0698,0.81437
0.043211,231.1,264.08,-1.1432,0.81992
0.043212,253.71,263.88,-1.179,0.82385
0.043213,276.48,263.68,-1.1766,0.82613
0.043214,299.05,263.48,-1.1361,0.82677
0.043215,321.07,263.29,-1.058,0.82578
0.043216,342.19,263.1,-0.94362,0.82324
0.043217,362.07,262.93,-0.79476,0.8192
0.043218,380.42,262.78,-0.61377,0.81377
0.043219,396.93,262.65,-0.40348,0.80708
0.04322,411.36,262.54,-0.16721,0.79927
0.043221,423.47,262.46,0.09133,0.7905
0.043222,433.09,262.4,0.36807,0.78093
0.043223,440.05,262.38,0.65867,0.77077
0.043224,444.26,262.38,0.95856,0.7602
0.043225,445.66,262.42,1.263,0.74943
0.043226,444.21,262.48,1.5674,0.73867
0.043227,439.96,262.58,1.8667,0.72812
0.043228,432.96,262.71,2.1564,0.71798
0.043229,423.34,262.87,2.432,0.70844
0.04323,411.24,263.05,2.6891,0.6997
0.043231,396.86,263.27,2.9238,0.69193
0.043232,380.44,263.5,3.1323,0.68528
0.043233,362.23,263.75,3.3115,0.67989
0.043234,342.52,264.02,3.4586,0.67589
0.043235,321.62,264.31,3.5714,0.67336
0.043236,299.87,264.6,3.648,0.6724
0.043237,277.61,264.9,3.6874,0.67303
0.043238,255.2,265.2,3.6891,0.6753
0.043239,232.98,265.5,3.6529,0.67919
0.04324,211.31,265.8,3.5797,0.68468
0.043241,190.52,266.08,3.4706,0.69173
0.043242,170.96,266.35,3.3274,0.70024
0.043243,152.92,266.61,3.1524,0.71013
0.043244,136.69,266.84,2.9484,0.72127
0.043245,122.53,267.05,2.7187,0.73352
0.043246,110.65,267.24,2.467,0.74672
0.043247,101.24,267.39,2.1973,0.7607
0.043248,94.458,267.52,1.9139,0.77527
0.043249,90.398,267.62,1.6213,0.79024
0.04325,89.126,267.69,1.3242,0.80541
0.043251,90.659,267.73,1.0273,0.82058
0.043252,94.973,267.73,0.73522,0.83554
0.043253,102,267.71,0.45269,0.85009
0.043254,111.62,267.65,0.18416,0.86404
0.043255,123.68,267.57,-0.066114,0.87721
0.043256,138,267.46,-0.29417,0.88942
0.043257,154.35,267.33,-0.49641,0.90052
0.043258,172.46,267.19,-0.66963,0.91037
0.043259,192.06,267.02,-0.8111,0.91885
0.04326,212.83,266.84,-0.91857,0.92587
0.043261,234.44,266.65,-0.99037,0.93134
0.043262,256.55,266.46,-1.0253,0.93524
0.043263,278.82,266.26,-1.023,0.93752
0.043264,300.89,266.07,-0.98326,0.93819
0.043265,322.43,265.88,-0.90686,0.93728
0.043266,343.08,265.7,-0.79496,0.93484
0.043267,362.52,265.53,-0.64934,0.93094
0.043268,380.46,265.38,-0.47229,0.92568
0.043269,396.61,265.26,-0.2666,0.91919
0.04327,410.72,265.15,-0.035498,0.91159
0.043271,422.56,265.07,0.21737,0.90306
0.043272,431.96,265.01,0.48805,0.89376
0.043273,438.77,264.99,0.77226,0.88387
0.043274,442.89,264.99,1.0656,0.87358
0.043275,444.25,265.02,1.3634,0.8631
0.043276,442.83,265.09,1.661,0.85262
0.043277,438.67,265.19,1.9537,0.84234
0.043278,431.82,265.31,2.2371,0.83247
0.043279,422.41,265.47,2.5066,0.8232
0.04328,410.58,265.65,2.758,0.81469
0.043281,396.52,265.85,2.9875,0.80714
0.043282,380.46,266.08,3.1914,0.80068
0.043283,362.65,266.33,3.3667,0.79545
0.043284,343.38,266.6,3.5106,0.79158
0.043285,322.94,266.87,3.6208,0.78916
0.043286,301.68,267.16,3.6958,0.78825
0.043287,279.92,267.45,3.7344,0.78892
0.043288,258,267.75,3.736,0.79118
0.043289,236.28,268.04,3.7007,0.79503
0.04329,215.09,268.33,3.6292,0.80044
0.043291,194.78,268.61,3.5226,0.80737
0.043292,175.65,268.87,3.3826,0.81574
0.043293,158.02,269.12,3.2115,0.82545
0.043294,142.16,269.35,3.0122,0.83638
0.043295,128.31,269.55,2.7877,0.8484
0.043296,116.7,269.73,2.5417,0.86135
0.043297,107.51,269.89,2.2781,0.87506
0.043298,100.88,270.01,2.0011,0.88935
0.043299,96.915,270.11,1.7152,0.90403
0.0433,95.674,270.18,1.4248,0.91891
0.043301,97.176,270.21,1.1345,0.93378
0.043302,101.39,270.22,0.84912,0.94845
0.043303,108.26,270.19,0.57301,0.96272
0.043304,117.67,270.14,0.31059,0.9764
0.043305,129.46,270.06,0.066018,0.98932
0.043306,143.46,269.96,-0.15684,1.0013
0.043307,159.44,269.83,-0.35446,1.0122
0.043308,177.14,269.68,-0.52372,1.0219
0.043309,196.3,269.52,-0.66193,1.0302
0.04331,216.59,269.35,-0.76693,1.0371
0.043311,237.71,269.16,-0.83706,1.0425
0.043312,259.32,268.97,-0.87121,1.0464
0.043313,281.09,268.78,-0.86884,1.0487
0.043314,302.66,268.59,-0.83,1.0494
0.043315,323.7,268.4,-0.7553,1.0485
0.043316,343.88,268.23,-0.64592,1.0462
0.043317,362.88,268.07,-0.50359,1.0424
0.043318,380.41,267.92,-0.33054,1.0373
0.043319,396.19,267.79,-0.1295,1.0311
0.04332,409.97,267.69,0.096351,1.0237
0.043321,421.54,267.61,0.34348,1.0154
0.043322,430.72,267.56,0.60799,1.0064
0.043323,437.37,267.53,0.88574,0.99673
0.043324,441.39,267.53,1.1724,0.98673
0.043325,442.71,267.57,1.4633,0.97654
0.043326,441.33,267.63,1.7542,0.96635
0.043327,437.25,267.73,2.0402,0.95635
0.043328,430.56,267.85,2.3171,0.94676
0.043329,421.37,268,2.5804,0.93774
0.04333,409.8,268.18,2.8261,0.92948
0.043331,396.07,268.38,3.0504,0.92214
0.043332,380.37,268.6,3.2497,0.91588
0.043333,362.97,268.84,3.4209,0.91082
0.043334,344.15,269.1,3.5615,0.90708
0.043335,324.19,269.37,3.6692,0.90476
0.043336,303.41,269.65,3.7425,0.90392
0.043337,282.15,269.94,3.7802,0.90461
0.043338,260.74,270.23,3.7819,0.90686
0.043339,239.52,270.51,3.7475,0.91067
0.04334,218.83,270.79,3.6776,0.916
0.043341,198.98,271.06,3.5735,0.92281
0.043342,180.31,271.32,3.4368,0.93103
0.043343,163.08,271.56,3.2698,0.94056
0.043344,147.59,271.79,3.0751,0.95128
0.043345,134.07,271.99,2.8559,0.96307
0.043346,122.73,272.17,2.6157,0.97576
0.043347,113.76,272.32,2.3582,0.9892
0.043348,107.29,272.44,2.0878,1.0032
0.043349,103.42,272.53,1.8085,1.0176
0.04335,102.21,272.6,1.5249,1.0322
0.043351,103.68,272.63,1.2415,1.0467
0.043352,107.8,272.64,0.96282,1.0611
0.043353,114.51,272.61,0.69321,1.0751
0.043354,123.7,272.56,0.43697,1.0885
0.043355,135.22,272.48,0.19817,1.1012
0.043356,148.89,272.38,-0.019431,1.1129
0.043357,164.49,272.26,-0.21238,1.1236
0.043358,181.79,272.11,-0.37762,1.1331
0.043359,200.49,271.96,-0.51255,1.1413
0.04336,220.31,271.78,-0.61505,1.1481
0.043361,240.93,271.6,-0.68349,1.1534
0.043362,262.04,271.42,-0.71679,1.1573
0.043363,283.29,271.23,-0.71444,1.1595
0.043364,304.35,271.04,-0.67648,1.1603
0.043365,324.89,270.86,-0.6035,1.1595
0.043366,344.59,270.69,-0.49666,1.1573
0.043367,363.15,270.53,-0.35765,1.1537
0.043368,380.26,270.39,-0.18865,1.1487
0.043369,395.66,270.27,0.0076699,1.1427
0.04337,409.11,270.17,0.22822,1.1355
0.043371,420.41,270.09,0.46954,1.1275
0.043372,429.37,270.03,0.72782,1.1187
0.043373,435.86,270.01,0.99902,1.1094
0.043374,439.78,270.01,1.2789,1.0996
0.043375,441.07,270.05,1.563,1.0897
0.043376,439.71,270.11,1.847,1.0798
0.043377,435.73,270.2,2.1263,1.0701
0.043378,429.2,270.32,2.3966,1.0608
0.043379,420.22,270.47,2.6537,1.052
0.04338,408.93,270.64,2.8936,1.044
0.043381,395.52,270.83,3.1125,1.0369
0.043382,380.2,271.05,3.3071,1.0308
0.043383,363.21,271.29,3.4743,1.026
0.043384,344.83,271.54,3.6116,1.0224
0.043385,325.35,271.81,3.7168,1.0201
0.043386,305.07,272.08,3.7883,1.0194
0.043387,284.32,272.36,3.8252,1.0201
0.043388,263.42,272.64,3.8269,1.0223
0.043389,242.71,272.92,3.7933,1.0261
0.04339,222.51,273.19,3.7252,1.0313
0.043391,203.14,273.46,3.6236,1.038
0.043392,184.91,273.71,3.4902,1.0461
0.043393,168.11,273.94,3.3273,1.0554
0.043394,152.99,274.16,3.1373,1.066
0.043395,139.79,274.36,2.9234,1.0775
0.043396,128.73,274.53,2.689,1.0899
0.043397,119.98,274.68,2.4378,1.1031
0.043398,113.66,274.8,2.1739,1.1168
0.043399,109.89,274.89,1.9014,1.1309
0.0434,108.71,274.95,1.6247,1.1452
0.043401,110.15,274.98,1.3482,1.1595
0.043402,114.17,274.99,1.0762,1.1735
0.043403,120.72,274.96,0.81319,1.1872
0.043404,129.69,274.91,0.56319,1.2004
0.043405,140.93,274.84,0.33021,1.2128
0.043406,154.28,274.74,0.11792,1.2243
0.043407,169.5,274.62,-0.070309,1.2348
0.043408,186.38,274.48,-0.23151,1.2441
0.043409,204.63,274.32,-0.36313,1.2521
0.04341,223.97,274.16,-0.46309,1.2588
0.043411,244.09,273.98,-0.52983,1.2641
0.043412,264.68,273.8,-0.56228,1.2679
0.043413,285.41,273.61,-0.55995,1.2701
0.043414,305.96,273.43,-0.52287,1.2709
0.043415,326,273.26,-0.45163,1.2702
0.043416,345.23,273.09,-0.34736,1.2681
0.043417,363.32,272.93,-0.21169,1.2646
0.043418,380.02,272.8,-0.046779,1.2599
0.043419,395.04,272.67,0.14479,1.254
0.04342,408.16,272.57,0.35999,1.2471
0.043421,419.18,272.5,0.59545,1.2393
0.043422,427.92,272.45,0.84745,1.2308
0.043423,434.25,272.42,1.1121,1.2217
0.043424,438.07,272.42,1.3851,1.2123
0.043425,439.33,272.46,1.6623,1.2027
0.043426,438,272.52,1.9393,1.193
0.043427,434.12,272.61,2.2118,1.1836
0.043428,427.74,272.72,2.4756,1.1746
0.043429,418.98,272.86,2.7264,1.1661
0.04343,407.96,273.03,2.9604,1.1583
0.043431,394.88,273.22,3.174,1.1514
0.043432,379.93,273.44,3.3638,1.1456
0.043433,363.36,273.67,3.527,1.1408
0.043434,345.43,273.91,3.6609,1.1374
0.043435,326.43,274.17,3.7635,1.1353
0.043436,306.65,274.44,3.8334,1.1345
0.043437,286.41,274.71,3.8694,1.1353
0.043438,266.03,274.98,3.871,1.1375
0.043439,245.83,275.26,3.8384,1.1412
0.04344,226.13,275.52,3.772,1.1464
0.043441,207.25,275.78,3.6729,1.153
0.043442,189.47,276.02,3.5429,1.1609
0.043443,173.08,276.25,3.384,1.1701
0.043444,158.34,276.47,3.1988,1.1804
0.043445,145.47,276.66,2.9902,1.1917
0.043446,134.69,276.83,2.7617,1.2039
0.043447,126.15,276.97,2.5168,1.2167
0.043448,120,277.08,2.2595,1.2302
0.043449,116.32,277.17,1.9938,1.244
0.04345,115.17,277.23,1.724,1.2579
0.043451,116.57,277.27,1.4545,1.2719
0.043452,120.5,277.27,1.1893,1.2857
0.043453,126.89,277.25,0.93288,1.2991
0.043454,135.64,277.2,0.68915,1.3119
0.043455,146.6,277.12,0.46202,1.3241
0.043456,159.61,277.03,0.25507,1.3354
0.043457,174.46,276.91,0.071589,1.3456
0.043458,190.91,276.77,-0.085537,1.3548
0.043459,208.71,276.62,-0.21382,1.3627
0.04346,227.57,276.46,-0.31125,1.3693
0.043461,247.19,276.29,-0.37627,1.3744
0.043462,267.26,276.11,-0.40787,1.3782
0.043463,287.47,275.93,-0.40556,1.3804
0.043464,307.51,275.75,-0.36937,1.3813
0.043465,327.04,275.58,-0.29987,1.3806
0.043466,345.78,275.42,-0.19818,1.3786
0.043467,363.42,275.27,-0.065884,1.3753
0.043468,379.69,275.13,0.094924,1.3707
0.043469,394.34,275.01,0.28171,1.365
0.04347,407.13,274.92,0.49154,1.3583
0.043471,417.87,274.84,0.7211,1.3508
0.043472,426.38,274.79,0.9668,1.3425
0.043473,432.55,274.77,1.2248,1.3337
0.043474,436.27,274.77,1.491,1.3246
0.043475,437.49,274.8,1.7612,1.3153
0.043476,436.2,274.86,2.0313,1.306
0.043477,432.41,274.94,2.2969,1.2968
0.043478,426.19,275.06,2.554,1.2881
0.043479,417.65,275.2,2.7986,1.2799
0.04348,406.91,275.36,3.0267,1.2723
0.043481,394.16,275.55,3.2349,1.2657
0.043482,379.59,275.75,3.42,1.26
0.043483,363.44,275.98,3.579,1.2554
0.043484,345.96,276.22,3.7096,1.2521
0.043485,327.44,276.47,3.8097,1.2501
0.043486,308.16,276.73,3.8778,1.2494
0.043487,288.44,276.99,3.9129,1.2502
0.043488,268.57,277.26,3.9146,1.2525
0.043489,248.89,277.52,3.8828,1.2561
0.04349,229.69,277.78,3.8181,1.2612
0.043491,211.29,278.03,3.7216,1.2677
0.043492,193.97,278.27,3.595,1.2754
0.043493,178,278.5,3.4402,1.2844
0.043494,163.63,278.7,3.2597,1.2945
0.043495,151.1,278.89,3.0565,1.3056
0.043496,140.59,279.05,2.8339,1.3175
0.043497,132.27,279.19,2.5953,1.3301
0.043498,126.28,279.31,2.3446,1.3432
0.043499,122.69,279.39,2.0858,1.3567
0.0435,121.58,279.45,1.8229,1.3704
0.043501,122.95,279.48,1.5603,1.384
0.043502,126.78,279.49,1.302,1.3975
0.043503,133,279.46,1.0522,1.4106
0.043504,141.53,279.42,0.81474,1.4232
0.043505,152.21,279.34,0.59348,1.4351
0.043506,164.89,279.25,0.3919,1.4461
0.043507,179.36,279.13,0.21317,1.4562
0.043508,195.39,279,0.060126,1.4652
0.043509,212.73,278.85,-0.064818,1.4729
0.04351,231.1,278.69,-0.15969,1.4794
0.043511,250.21,278.53,-0.223,1.4845
0.043512,269.77,278.35,-0.25374,1.4882
0.043513,289.46,278.18,-0.25145,1.4904
0.043514,308.98,278.01,-0.21615,1.4913
0.043515,328.01,277.84,-0.14841,1.4907
0.043516,346.26,277.68,-0.049299,1.4888
0.043517,363.45,277.53,0.079619,1.4856
0.043518,379.3,277.4,0.23631,1.4812
0.043519,393.56,277.28,0.41831,1.4757
0.04352,406.02,277.19,0.62274,1.4692
0.043521,416.48,277.12,0.84641,1.4619
0.043522,424.77,277.07,1.0858,1.454
0.043523,430.78,277.04,1.3371,1.4455
0.043524,434.4,277.04,1.5964,1.4366
0.043525,435.59,277.07,1.8597,1.4276
0.043526,434.32,277.13,2.1228,1.4186
0.043527,430.63,277.22,2.3816,1.4097
0.043528,424.57,277.33,2.6321,1.4012
0.043529,416.25,277.46,2.8703,1.3933
0.04353,405.79,277.62,3.0925,1.386
0.043531,393.36,277.8,3.2954,1.3796
0.043532,379.17,278,3.4757,1.3741
0.043533,363.44,278.22,3.6306,1.3697
0.043534,346.42,278.45,3.7578,1.3665
0.043535,328.38,278.7,3.8553,1.3646
0.043536,309.6,278.95,3.9217,1.364
